	ID1	ID2	d_radians
2330	24.0	30.0	0.104941881235
19767	271.0	458.0	0.105040212725
22978	358.0	516.0	0.10507947991
484	5.0	275.0	0.105332658885
7943	87.0	364.0	0.105442008833
14424	176.0	239.0	0.10563660401
9905	112.0	455.0	0.105898850146
19104	257.0	404.0	0.105947024986
20698	295.0	313.0	0.106260835374
4456	45.0	427.0	0.106361554115
24305	414.0	503.0	0.106427416864
7196	78.0	200.0	0.106529773392
10450	119.0	209.0	0.106794054583
3008	30.0	115.0	0.106968829819
1916	20.0	115.0	0.106976525052
21243	307.0	515.0	0.10700424954
1811	19.0	65.0	0.107058131129
14764	181.0	287.0	0.107089151256
17365	224.0	328.0	0.107104874729
21101	304.0	411.0	0.107261062935
6807	74.0	91.0	0.107276524956
6511	70.0	409.0	0.107604165463
23261	370.0	371.0	0.107663875697
10628	121.0	296.0	0.107772897601
23737	388.0	440.0	0.10812036947
4977	52.0	136.0	0.108240659255
10982	125.0	474.0	0.108328707118
3748	38.0	270.0	0.10839550931
874	9.0	360.0	0.108535883562
4985	52.0	155.0	0.108735657229
23859	392.0	504.0	0.108862006445
22949	358.0	427.0	0.109009828713
21668	319.0	492.0	0.109116859003
16111	202.0	503.0	0.109327632826
22138	332.0	426.0	0.109489384449
5523	58.0	263.0	0.10952956742
4173	42.0	440.0	0.109674053939
10926	125.0	238.0	0.110007519471
671	7.0	248.0	0.11012189508
16034	201.0	335.0	0.110499402594
4384	45.0	72.0	0.110667331488
17460	225.0	441.0	0.111098232107
20402	286.0	514.0	0.111323069411
24939	451.0	489.0	0.11133461951
1078	11.0	212.0	0.111376343118
3340	33.0	472.0	0.111475280472
23830	392.0	427.0	0.111506544475
12192	142.0	152.0	0.111604091857
17796	231.0	349.0	0.111666254332
11636	133.0	498.0	0.11168752585
11563	133.0	199.0	0.111773984435
16582	211.0	236.0	0.111914799362
3931	40.0	215.0	0.112029385826
14956	184.0	305.0	0.112063044617
14117	171.0	262.0	0.112209825648
18310	241.0	314.0	0.112259138068
22945	358.0	415.0	0.112260507124
15255	189.0	241.0	0.112734114362
11452	131.0	409.0	0.11283604032
14398	175.0	404.0	0.112885917836
8359	93.0	332.0	0.113234885971
9329	105.0	153.0	0.113235067359
13106	154.0	461.0	0.113361541145
6842	74.0	346.0	0.113362832692
10679	122.0	208.0	0.113384679555
16472	209.0	289.0	0.113392301631
13841	166.0	400.0	0.113631800485
16739	213.0	283.0	0.113642548797
20510	289.0	482.0	0.113722307073
16072	202.0	207.0	0.11384365326
21363	310.0	492.0	0.113909626585
20011	277.0	471.0	0.11396543785
3805	38.0	504.0	0.114218808112
20090	279.0	332.0	0.114288644066
16379	207.0	326.0	0.11439578588
7863	86.0	303.0	0.114503588537
22843	355.0	377.0	0.1145098561
2203	22.0	438.0	0.114622200434
13697	164.0	244.0	0.114711282912
15904	199.0	399.0	0.115179196537
13763	165.0	298.0	0.115366723643
10294	117.0	224.0	0.115506047444
16229	204.0	478.0	0.115732535051
3768	38.0	392.0	0.115842587482
7471	80.0	461.0	0.115852430865
7041	77.0	95.0	0.116248293907
15208	188.0	315.0	0.116258865797
6110	65.0	403.0	0.116391599267
3879	39.0	491.0	0.116439594983
3816	39.0	75.0	0.116512758489
13133	155.0	240.0	0.116551838331
8376	93.0	427.0	0.116587334219
6124	65.0	486.0	0.11661329457
16194	204.0	297.0	0.116674880227
13543	161.0	493.0	0.116973906452
10952	125.0	358.0	0.11697418982
17665	228.0	511.0	0.11740127828
8799	98.0	363.0	0.118001195052
6655	72.0	176.0	0.118026901729
21810	323.0	410.0	0.118044285028
14659	179.0	496.0	0.118052678981
21400	311.0	500.0	0.118072854573
24716	436.0	497.0	0.118130854024
22480	341.0	452.0	0.118139062104
14803	182.0	194.0	0.11821723788
8133	90.0	214.0	0.118389521716
11249	129.0	200.0	0.118411521015
7213	78.0	264.0	0.118566204697
13978	169.0	194.0	0.118639209405
6950	76.0	137.0	0.118666200825
16493	209.0	393.0	0.118766088676
19217	259.0	474.0	0.118933442737
15711	196.0	435.0	0.119016224812
23097	363.0	411.0	0.119027311001
9330	105.0	154.0	0.119235252569
23812	391.0	404.0	0.119313575053
23435	375.0	505.0	0.119347382838
1373	14.0	153.0	0.119659498376
10950	125.0	341.0	0.119819271614
2575	26.0	68.0	0.119844881355
4769	49.0	262.0	0.120072443043
18256	240.0	289.0	0.120255973886
2444	24.0	475.0	0.120396137951
7355	79.0	421.0	0.120436099997
16170	203.0	478.0	0.120474404151
10995	126.0	130.0	0.120658812548
4412	45.0	198.0	0.120717965077
10224	116.0	241.0	0.120778036406
5241	55.0	226.0	0.12092539724
19361	263.0	305.0	0.120992410776
5499	58.0	184.0	0.121030354824
23860	392.0	511.0	0.121032750142
3711	38.0	72.0	0.121103759956
3917	40.0	164.0	0.121168617089
22155	332.0	472.0	0.121172160893
9569	108.0	163.0	0.121518984824
22127	332.0	380.0	0.121602974206
10446	119.0	194.0	0.12163450048
2883	28.0	517.0	0.121717426543
6234	67.0	110.0	0.121845812263
2181	22.0	291.0	0.122107045879
11799	136.0	169.0	0.122120132443
15987	200.0	455.0	0.122179167813
23566	381.0	439.0	0.122270632653
19744	271.0	292.0	0.122297648755
10649	121.0	416.0	0.122648925064
3759	38.0	332.0	0.122737995721
4214	43.0	149.0	0.122747536745
4155	42.0	336.0	0.12282411196
9233	103.0	476.0	0.123052902775
11722	134.0	497.0	0.123081326335
9830	112.0	129.0	0.123231323324
18850	251.0	469.0	0.123243889851
12605	147.0	402.0	0.123322163175
16352	206.0	495.0	0.123324692529
20358	285.0	470.0	0.123343648877
8161	90.0	371.0	0.123367794035
13879	167.0	271.0	0.123449634225
5860	62.0	391.0	0.123710055737
7689	84.0	241.0	0.123749981697
25206	477.0	487.0	0.123817683566
14522	177.0	364.0	0.123911503559
21733	321.0	372.0	0.123970764535
13804	166.0	232.0	0.124669252967
8050	89.0	242.0	0.124852029338
8268	92.0	260.0	0.125032261693
6680	72.0	301.0	0.125161771902
7362	79.0	454.0	0.125315926591
6557	71.0	224.0	0.125843244164
2348	24.0	100.0	0.125899493859
8037	89.0	180.0	0.12595585905
15728	196.0	495.0	0.126049593001
10357	117.0	496.0	0.126358417816
23140	365.0	407.0	0.126414038724
23141	365.0	408.0	0.126438341709
25023	457.0	473.0	0.12651896178
15793	198.0	259.0	0.126741851715
4428	45.0	279.0	0.126822081963
17251	222.0	296.0	0.126844737987
19173	259.0	301.0	0.126915075778
24557	428.0	437.0	0.127068954309
6120	65.0	467.0	0.127080039167
21529	315.0	424.0	0.12719753556
7674	84.0	194.0	0.127238343122
8838	99.0	108.0	0.127289987434
15495	193.0	309.0	0.127363235874
15960	200.0	310.0	0.127466963457
2942	29.0	323.0	0.127482547589
14817	182.0	241.0	0.127510004358
10067	114.0	463.0	0.127540659316
6737	72.0	516.0	0.127605214939
8226	91.0	346.0	0.127706424011
23214	367.0	480.0	0.127828512243
3591	36.0	496.0	0.127864240615
8213	91.0	254.0	0.127871452614
11753	135.0	297.0	0.127871716824
5930	63.0	485.0	0.128189996386
24159	408.0	439.0	0.128268958597
24142	407.0	439.0	0.128289483585
13590	162.0	373.0	0.128492912861
4548	46.0	363.0	0.128532585606
19997	277.0	386.0	0.128702990876
2512	25.0	241.0	0.128710240005
17272	222.0	416.0	0.128808158815
21338	310.0	347.0	0.128825049401
14463	176.0	427.0	0.128857221501
13985	169.0	215.0	0.129177963352
2879	28.0	504.0	0.129198388019
19691	270.0	332.0	0.129241840033
3258	33.0	71.0	0.129353460295
7612	83.0	298.0	0.129404931813
5433	57.0	410.0	0.129425497573
14433	176.0	270.0	0.129446858477
12076	140.0	304.0	0.129514862436
22882	356.0	447.0	0.129534235062
6756	73.0	171.0	0.129579568197
3750	38.0	279.0	0.129755895535
24974	454.0	459.0	0.129800413592
8404	93.0	504.0	0.129840802648
3307	33.0	332.0	0.129876361219
3313	33.0	374.0	0.129878937053
13696	164.0	241.0	0.129959349297
3645	37.0	215.0	0.130056592337
21680	320.0	341.0	0.130181253321
8447	94.0	322.0	0.130252565211
6342	68.0	323.0	0.130300295873
10765	123.0	263.0	0.130663345283
19738	270.0	516.0	0.130761913917
15867	199.0	239.0	0.130817475178
8683	97.0	222.0	0.130931504689
18174	238.0	516.0	0.131088430488
23851	392.0	490.0	0.131097188093
8185	90.0	486.0	0.131186127944
5458	57.0	510.0	0.131217164688
4267	43.0	400.0	0.131238994135
910	10.0	26.0	0.131429306886
25147	470.0	507.0	0.131653495903
9877	112.0	305.0	0.131734040316
475	5.0	223.0	0.131799156453
12943	152.0	440.0	0.13180664945
6127	65.0	512.0	0.131870545545
7210	78.0	253.0	0.131991179134
18791	250.0	350.0	0.132051402454
5168	54.0	323.0	0.13212583475
20143	280.0	287.0	0.132226674441
19118	258.0	277.0	0.132240016555
